,R_1M,R_3M,AboveEMA50,Vol20(ann),VolAcceleration,FMS,ΔFMS_1D,ΔFMS_5D,R_1W,R_6M,R_YTD
BULZ,0.33916331704006475,0.6107462927870766,0.2573127947760234,0.4859323642233631,0.4784857675640749,2.372955771030562,0.0965145398186178,1.3099092498105394,0.14601706625728617,0.9333737790125691,0.4495753536359779
RAPT,0.9683735628654859,1.7739269224087906,0.6399570903721523,0.8043758248684134,0.6407579448678812,2.35695435300877,0.24523891923837615,0.33570363992300045,0.29772226585859585,0.6664349599039385,0.5237994867606712
APP,0.4934506267138654,0.8655468719731438,0.3178384204881828,0.4582353032629555,0.6235596226025634,2.350562981939786,-0.04535863660733286,0.7396275591400738,0.0812119581593691,0.7888636246561276,0.803263150018676
CHRW,0.12740005140217092,0.4761634111494719,0.1400226080612219,0.16347542589483754,0.4272677472131041,2.3363124317862143,0.322663036554224,0.4682953294911487,0.03990986428086174,0.2833617695314863,0.26892263723573584
LC,0.15148989806388857,0.5884401057900859,0.13695627285384826,0.33628811329724917,0.5511681264247617,2.3322193358813026,0.04349503532681531,1.112140785716216,0.04792494603583375,0.4825119713714161,0.023700110903018823
GES,-0.015560843825246584,0.41857759510927894,0.1004094013081247,0.10373255875753025,0.12992030419335446,2.319851589783362,-1.0695234464599324,2.5646528836447033,-0.006728033020366619,0.45833766948966237,0.18436595302429182
FCUS,0.18086846129372236,0.2628599546298036,0.12545504598386037,0.22736153266252646,0.7592775223386398,2.2775756573351913,0.13733342381433244,1.762869227365854,0.04972735922535865,0.20086797456337102,0.024474676958365027
MUU,1.0043153654231594,0.7983822754395922,0.6667411717483926,0.8645939822316923,0.7598633738881774,2.267960674576015,0.203884426642015,0.6686423842785785,0.24407728807540408,1.5151799098870682,1.653722086847372
AIVC,0.15211992800421914,0.275128269431814,0.11117760130203491,0.23826824053461454,0.6249096814601963,2.2373507720796284,0.4236992108772817,1.025732966320454,0.02699796839769686,0.3178574979593429,0.22958504596945417
GNK,0.15914051992997558,0.47471470705715735,0.12812044340992212,0.1793341898208678,0.4290233258463147,2.237332153340076,0.3316523497048127,1.5132819017278152,0.05262421970633646,0.35093832465445374,0.32262719891024894
MATV,0.06328116180414112,1.0331334636128582,0.20670555659807954,0.3014734588373328,0.38023217452402575,2.2364691491681783,-0.009811059807895539,-0.5615473605274426,0.017833162541530223,0.8989340385896847,0.14679157995167635
SPRX,0.19310742790457858,0.424599800102877,0.157658044260236,0.3100483310106111,0.6483309233669492,2.208656251729644,0.30262072318356403,1.3049270109474218,0.05117401168065405,0.7272688165271968,0.36261434629826717
SPYU,0.11912826743302363,0.37785298881626184,0.10732209401967419,0.3558480231036729,0.4038395695983982,2.208074159519902,0.3591018661343566,0.8940435822954105,0.016505514726080195,0.32128884224838083,0.06521487168784335
SSRM,0.3131789207426814,0.6843260480846678,0.2329140119532942,0.40062861347043416,0.7128847214847488,2.206175847861724,-0.043927002022872585,-0.502584159494651,-0.04805521602748075,0.8893833722111213,1.9428510694173293
SVIX,0.13504006220316955,0.5143406456705586,0.1281380475529037,0.39128345791297753,0.4965834822361708,2.201395905548118,-0.2255981015845565,-0.16298097733993355,0.00655299728664982,-0.09384624967629873,-0.2067318197815332
FET,0.17045127739110622,0.43489519006832955,0.15367330795758338,0.33977723618203953,0.5110981682168988,2.193771415286903,0.47684519378735857,-0.4022089632892967,-0.011190714725312856,0.24006720481139188,0.6607454328945304
FLXS,0.28173957542410544,0.4697435170152555,0.2085196831165621,0.44116505610531365,0.718443289525167,2.1402123558242665,0.35569093313671196,0.9595759839870905,0.03779202400119375,0.27666940414366525,-0.0966415103352013
RSI,0.10219464873075568,0.5420924379716665,0.11853736878384469,0.30426987456847526,0.5542423638125,2.1357795749078945,0.5985246998005043,0.31480896513836654,-0.00014192312199101664,0.874680787944206,0.48534209938210493
BIDU,0.5729926608164466,0.646115025147473,0.38151963068726547,0.48986929276581526,1.0941504682229297,2.1331558917152074,-0.07533031923191702,0.15595379148247268,0.22411144671655836,0.33198949084588847,0.5348108987274018
PTHS,0.5416696870197448,1.8661762263069797,0.35993237037474635,1.261531052029655,0.6881358013968083,2.1309231335797443,-0.1566559678949826,-0.1688561566127862,0.03455173771968245,1.1617305232979271,3.88244859005441
ANGO,0.19495043539384316,0.10952206435782008,0.10350172109767075,0.2499588636377982,0.5277217016633975,2.1294825717034316,0.1131383414740581,-0.005250271022057884,-0.0016005925456361592,0.04974431613257435,0.1293093119355544
CHAT,0.1554254212374624,0.3309901846820358,0.1306022520251906,0.22659709185276475,0.57394351558046,2.1109641839411055,0.31077003974477346,1.1879330849967906,0.030681411614795095,0.55243136532737,0.41072207196788457
HIBL,0.2477794957164392,0.6216654617303636,0.19535019911811125,0.5310474169597453,0.5222762981502389,2.1046498417930217,0.3289213817210803,0.9133833233358577,0.07064390160247358,0.8646908094187955,0.35726176036889745
IVZ,0.08008015919232636,0.5423441060567933,0.09009290000361503,0.2225027119313569,0.47490141104434974,2.1032975418090403,-0.10973688646759339,-0.2969501714505065,-0.001727264971312592,0.393361001790115,0.26018459374547565
HDSN,0.07974078167493825,0.2994613359034981,0.06764360376185641,0.22386649978103812,0.4368677713853604,2.0932067468063766,-0.21148772618243683,0.4390839132292459,-0.01577452232540011,0.5306208021714258,0.7191453557928955
IBUY,0.06968840648335095,0.19554651107710774,0.07019192009708419,0.18719209784625782,0.5938850540221613,2.090961619610028,0.2130911340662025,0.7536444931672663,0.028774766625426773,0.19345717001030027,0.1438982164971423
HCI,0.129435169030923,0.2511649726729501,0.1332768305197365,0.23347484820723927,0.6728513952302252,2.0858217119086797,-0.1041230115403553,-0.3478145512349138,0.009063430109250481,0.2077452979860881,0.506111056502996
CC,0.21134018279898426,0.6746867461364212,0.1841690901263533,0.4241008006542707,0.5748150038329728,2.083763401611194,0.03422654294989291,0.1594465551277573,0.03952623699042346,0.2119127602337696,0.0047031875071039675
PFD,0.0537689613784651,0.11137435550599073,0.0489525401743951,0.07765264112131355,0.42667541180012974,2.0827407221195777,0.21760167815485243,0.7387530307123624,0.023419477800568078,0.04648389309222822,0.058780858624155385
KLG,-0.0028060308119188804,0.46459668200163406,0.0327372048698471,0.07159646591465993,0.13343685738184596,2.0724271256988094,-0.1699648410543042,-0.23979207593119112,-0.0065669802210763795,0.15687138590908,0.23088936594620102
B,0.19954122012189446,0.4292939490906533,0.17630436294202845,0.23802686798624736,0.622537414807902,2.0705355786543747,-0.25978980780413075,0.04677439447649334,0.016514647881493483,0.4761668896256319,0.842734176724963
BGH,0.049049652063689164,0.156080600820927,0.04589007728653338,0.08162223725532705,0.3823127158688412,2.0585231639523265,-0.07473985897839164,0.03838703115391917,-0.0007752884064650134,0.09154232800677309,0.10462238438808891
IGM,0.08103033823366235,0.17837484419658756,0.06586871230766311,0.16221449794841086,0.4814149600270579,2.0493328501926014,-0.03046865161598733,0.5021740475885634,0.018992242661575842,0.24991396081219253,0.15658907118226972
LOUP,0.1805156022125849,0.2983750152741744,0.12839403058868482,0.2406903216941592,0.5736481176842178,2.040898775678403,0.10748718342006192,0.7696522041162512,0.036741984655454196,0.44342407134158957,0.31343251829102337
BWMX,0.019608116675381204,0.6997439494511106,0.08044782424966512,0.14642201074173655,0.26621206523744556,2.0395925797321945,-0.071634932179784,-0.08308700707582783,-0.014167352392958965,0.14933643680991548,0.22576579932552532
BRZU,0.21841162488136345,0.21637131035906743,0.1309405320591348,0.33962588715089104,0.6461509543102407,2.038770786216781,-0.3760003774834426,1.4439314080777872,0.04403026535378496,0.26331730192493197,0.6794933634489413
IONQ,0.7994716299180638,0.6349002808490785,0.4747889699226677,0.8265229115218546,0.832849199990886,2.0236780691945286,0.0336413817489547,1.7245866462454342,0.41126762057129307,1.54028415262235,0.5027890554272862
EVR,0.18361324663961986,0.42548224969663084,0.1595211820718374,0.29219527118399996,0.6343519924879172,2.0132054175363456,-0.38979006002679784,0.11360036818753261,0.050136613488632964,0.6216522106914388,0.2414644161387427
