,R_1M,AboveEMA50,Breakout120,Slope30(ann),Vol20(ann),FMS,ΔFMS_1D,ΔFMS_5D,R_1W,R_3M,R_6M,R_YTD
GILT,0.23210444937363572,0.22164108479565958,-0.014732744498104022,2.3056358548047946,0.5102913343146884,3.389487271797213,0.01499580131142908,0.9450834413493019,0.08325987548945735,0.7631802997077013,0.554630961685771,0.6659621020318833
SUPX,0.9146431056083935,0.6533635663054949,-0.12949320014649568,9.693992506209755,2.6055886672595587,3.385812977954316,-0.022146580180520736,0.12316510803568681,0.19351911547153655,5.188254362825522,6.378265911646267,13.948700343502907
UTHR,0.3079824703237175,0.22407242275617323,-0.0019520949952807065,2.9332531117060063,1.2484679837336978,3.382697878606647,0.05147121312744085,0.35217493356441176,0.009375688713986197,0.4447919473955102,0.24329804188904602,0.08695518939745628
IMAX,0.2709118774654333,0.15935456691778005,0.0,2.363947113124744,0.28208133901091326,3.3703204966198164,0.2119603771945795,0.9459046832453906,0.0846369518571779,0.1356647300039926,0.17598402231127386,0.19696524657519143
QMMM,26.0025486914696,2.6941827226493946,-0.6404711986467888,28.090635746808204,61.591689260340026,3.3703058736553935,-0.00016508833181561045,-0.20479646479445623,8.735020516676583,79.80202393309675,53.1279853969547,53.90652886022095
BBW,0.3382731420941758,0.28024012056909053,-0.006400319306653746,3.2105748282203406,0.8216537675686093,3.363915654684504,0.22732845128305978,0.8669965799658796,0.14274137721622915,0.4426284364545239,0.9387617308583076,0.5367426187881261
GDXU,0.7493742352765573,0.5320360605027277,0.0,5.54488962801017,0.788943494283122,3.355499270660429,-0.030146957414328934,0.3926106005512344,0.1623911840937624,1.014577014823351,1.6687024888610003,4.545644357175236
NU,0.31656856992490034,0.14078157629435428,0.0,2.627330258523074,0.219964717649746,3.347323959353655,0.14518649760391744,1.7824088913625333,0.06249289256654422,0.326987043338518,0.32493004864454855,0.4340892575890629
CMCL,0.46887753809822175,0.361482829683448,0.0,3.277519179326629,0.5974024977825984,3.345282332389525,0.10662794036374379,0.9308963275403181,0.16399414791735678,0.7271509799166123,1.8045581749677169,2.4007207167391678
SSRM,0.40323886984113577,0.33278433081927683,-0.01462553013790946,4.326368787813866,0.3823602269694395,3.3438042741570615,-0.13039168931557787,-0.26854456661682624,0.05918591513415916,0.781731504452267,0.9400587907133233,2.0461959151759994
VNO,0.16880141700081142,0.11184131499466088,0.0,0.9888463244612791,0.35269184045246516,3.3127817904164845,0.584104823871034,2.256222111883038,0.03877395448898957,0.08631056065046283,0.07081759950208522,-0.03213309294801703
UI,0.46313864984331254,0.24456194038630708,-0.011547824701438447,3.282063826125638,1.1111173347409269,3.309482272367615,0.2653520743184772,0.4860113484890185,0.04612741610380411,0.6346623930926121,0.8272155631911051,0.7333433685696686
HL,0.4755923082697233,0.4312905333681103,0.0,4.278768841613363,0.5492550766195364,3.3005937070758766,0.0262767417825418,0.758544184986691,0.24050818136061536,0.8878051073482074,0.8471270186831048,1.1663532716965475
DK,0.3382637276729563,0.11210580394119551,-0.12884457668640115,4.375000456202484,0.8454952198561021,3.2942883908984486,-0.07201529570146814,-0.17334647182815166,-0.11083363393603318,0.2695992101363045,0.5846602365769498,0.4936399202505444
ARWR,0.5948386722024956,0.39563497793217195,0.0,5.6329876593056225,0.7829568204624909,3.2825731559043505,0.13122242378778726,0.0030463414958803448,0.02030411597904802,0.9622133736741003,0.8934733422243994,0.49693848919228834
CGON,0.29426882797232023,0.19781251445621817,-0.007538913265990987,2.628766907170118,0.5469845815646793,3.24020777636639,0.10850347805998961,0.508851497788763,0.0063104553645378925,0.300262103344189,0.1565847578139763,0.10077723024028917
RGS,0.5051856506525572,0.3061667965430397,0.0,3.3992550961222294,0.7535928878054519,3.222912676006694,-0.13862346979749063,0.693835422694641,0.19969279858446343,0.3325260253475699,0.5357165195034974,0.1596967628069479
FGEN,0.27885371120127345,0.24289429755032343,-0.030575559526441864,4.338286728059941,1.0011538742538162,3.2169479706876185,-0.09685276788084574,-0.2509387047528304,-0.007613581394784852,1.0937142921968857,0.3745816845570358,-0.1402687141939125
WULF,0.24496657171081804,0.4284416693500994,0.0,6.7032911257512415,0.666863687746859,3.2129332258964247,-0.24268609756446935,0.10350982497740935,0.17636494950000547,1.7876889537195795,2.2268746670959216,0.800150654720668
ORBS,8.777294873326076,1.5557840572401438,-0.6525070606004164,19.35648083906121,106.4749565886468,3.2024136436533843,0.01728860483681327,4.413926198462601,9.752602426317587,12.780094127534575,12.922977079857693,5.753826376362099
APP,0.353498491653921,0.30983387149307395,0.0,2.811912018791548,0.5384795815341452,3.2015823881917735,0.12782647598826413,1.7737637290427595,0.1849903892501803,0.652369136811545,0.8265326500727233,0.7018407343392659
NCSM,0.5212827883580364,0.2992033686685207,-0.06015130325317253,4.14314003350365,0.8524150342093917,3.1937389105732708,-0.06940277388624283,-0.12376493140281974,0.10542602371075604,0.5822000961357869,0.28222310549203855,0.7592419670606847
QVCGA,1.593371263372977,0.8338433050170344,-0.03954178240304873,11.538715961959074,1.8614218782472798,3.1800133182783332,0.1352902250963246,0.3383528425433546,0.2518189588191069,2.812523707327775,0.29110262965008493,-0.34576483408617753
RUN,0.5443574576281083,0.19914226790562028,-0.11823629461299445,4.872860603523716,0.8122093424129603,3.1717435104326794,0.02590577653541626,-0.4446517109164061,-0.11823629461299445,1.8434579280927363,1.3040816143523313,0.6440566775877281
NVRI,0.21872783044382693,0.19592938094323742,-0.002433704686281679,3.3095308858487096,0.3483521616802632,3.1323207671372066,-0.189167023876883,0.15524179164414686,0.03465828296374851,0.4815650678416936,0.7359285050501851,0.49908399668744297
KGC,0.2439358992990357,0.21907860722829797,0.0,2.218059944424623,0.2916630243047017,3.1308827087708733,0.018679883046903267,0.5103153230508428,0.05098087372539051,0.5285956269337748,0.8256283305316141,1.3930601299575396
PBF,0.21811645784268996,0.09803976851379193,-0.08189191025302323,2.7972426011604257,0.6439191788129093,3.130595620346315,-0.24401817324591324,0.011749153260030898,-0.03895058556463982,0.1656426911065032,0.23661165969566111,0.01565986975822753
LITE,0.4333229424505889,0.3430625026069414,-0.009677317800708352,3.414420047849978,0.47488718712907885,3.1198956465983,-0.0578252386684035,1.089523302159784,0.08872070207118532,0.932114388347111,1.2800164146945905,0.8387945469929627
PBPB,0.37497386875893235,0.32683604093561724,0.0,1.9172244614418565,1.13824129686573,3.1095422724733908,0.23126853387884516,3.5309625307469727,0.34140211677425847,0.6505832992181022,0.7846556723401537,0.7088777954081202
HUT,0.3736226734541359,0.36739885639953496,0.0,3.7269410774326306,0.9185470997125765,3.1086169549831304,0.033654636376792446,1.2292491637875806,0.27582116384273014,0.9539641378584947,1.4170919140683003,0.4991733910091103
BKTI,0.1634052076519279,0.24040668395156128,-0.025610683344527985,5.711662489306849,0.6228940532930418,3.1084437293167033,-0.688757847644804,-0.3024244592491012,0.07559024581023088,0.5590139314187397,1.155524299577202,0.9755791604681325
FTRE,0.28842119481869233,0.2515130019118157,-0.1331534011023081,4.776699859378544,0.7602654935711193,3.1061136708538326,0.12221280535491541,-0.24981873005944655,-0.1331534011023081,0.8930316667515277,0.10865553287044016,-0.48719109921512793
BBBY,0.15699249100099189,0.1681015749784618,-0.07650541909284803,1.7448928522369538,0.8687703177601938,3.0964270116371555,0.10066752176825,1.6775353175723962,0.04968548215072999,0.7121944838081955,0.9924466476903551,0.9956374690045435
ATGL,0.8580850941142102,0.29127679199367607,-0.03566503616137673,6.11031846470835,2.1811374569783766,3.072286766727734,0.5067663419650295,0.4964768747260333,0.09198998541591674,0.3771884415102036,0.0886128249353102,1.2718696939539225
VTVT,0.3015446634948762,0.17852260610214388,-0.1755697646736516,2.989314608167151,0.6126815069094352,3.066512938929592,-0.13208447011945523,0.4617847896220293,0.07720706226061025,0.28611758735045156,0.08050251415259102,0.3549950443412915
RYM,0.3915034567552156,0.34402996362879645,-0.08855422404597646,4.842887876769266,2.092129895590884,3.0639030976096002,0.6641600365548386,0.27064337331262855,0.17290422027222485,0.8102374792581588,1.1343215947071044,0.39767782705627
WGMI,0.3945184448779375,0.3497844687724503,0.0,3.0085929145149044,0.6616532585731505,3.062448784050681,0.2516352786539078,2.0819540044032205,0.26490205901108466,1.0445318809504909,1.3983065083795103,0.5925655264221268
CPS,0.3171368166290016,0.22765398780552837,-0.030820532391430233,4.7620920907795865,0.6447906472294261,3.060774484441754,-0.09174194556595294,-0.25875354422688,-0.01613569816914806,0.7990819946913383,1.1522055895308365,1.643133840171631
DRD,0.5174153351275939,0.29740710736855447,-0.019372761606918698,4.0500985945334165,0.5568857130208404,3.0565489260539307,-0.07347422049440544,0.9276910356080927,0.05460741996258767,0.6100889885956633,0.48132694166379286,1.4887041255741376
MDB,0.6277659688746027,0.2786414841535574,-0.012645490192838338,4.918029970705494,1.4082439461184568,3.0384301873271706,0.04945913132298374,1.0648118544867418,0.014636163818416925,0.643052889978855,0.6786871498902136,0.342631702878895
HALO,0.1824518690837158,0.14667877691546605,-0.006481273129774201,2.1722157100622965,0.1975658538951676,3.0091922370732793,-0.04579071321228856,0.44208341390973427,0.024403827410546475,0.4817644683190818,0.15094658677591655,0.5230725251541106
AVTX,0.19975891000168877,0.24348248534596717,-0.08315479496994138,2.3807496691183654,0.9288258328148956,3.0058652864138633,-0.1276962027585804,-0.5176106897194215,-0.08315479496994138,1.4393553762932223,0.24783299819229043,0.3579307756021033
AMLX,0.39602594608736297,0.3421558890457772,-0.014415898109932157,3.5026128361777147,0.7931485872203108,2.9863213105984423,0.0477075454976017,1.1044951370803273,0.1400563709142133,1.2368035473501044,2.0067126978771848,1.9184153859173465
SEPN,0.2321083817570906,0.1532376533151476,-0.059201504096094926,2.367708939066627,0.6915711823956073,2.986047539410283,-0.19911312799801806,0.8807770386109017,-0.012214976089683804,0.42710979476947886,1.2352594076495556,-0.40951928814769223
STOK,0.3769597975084076,0.377273370107873,-0.0159590538208898,5.084833268411797,0.43178439006200253,2.9652567173853983,-0.18761563969415018,-0.29476246252225824,0.1323430748050758,1.0590105912658911,1.7111768528925864,1.0140278912040444
FDIG,0.160933874738294,0.1589949282286771,0.0,1.4444233614200581,0.3867716364507982,2.9652310936969286,0.12571609763903968,1.9703292489365805,0.13201105351982534,0.45166225182929653,0.5967973591856068,0.2989902429859248
XHR,0.11036288774745007,0.09142681923242169,0.0,1.417655092707959,0.28681245683876583,2.9609924469638904,0.3588974883168192,1.439820879235259,0.019634261354780636,0.2473872126731098,0.14708249332081835,-0.04024351113433755
SITM,0.15560326960501758,0.16554933191458243,0.0,2.014908785717237,0.595523660057616,2.9491785461002133,-0.15568119089095767,0.6946435669298219,0.10543018291694617,0.20591926942985128,0.41208863831231524,0.1476205314016037
BABX,0.5637762388560017,0.42703611261134355,-0.0033811893071162835,3.7506097158017457,1.23636751676868,2.9411238125360017,0.21834248107431886,1.8525580375090547,0.2917900932328168,0.7238274660880253,0.09133714861060693,1.5590346823923245
RSI,0.13307749821315107,0.11978674277402446,-0.05460712994528871,1.3284950753755933,0.33455644827046677,2.938878980463423,-0.16952871327296837,0.19185989723617158,-0.0032522340196715627,0.5601103750746732,0.8636756920523112,0.4604091055300805
SHNY,0.28178232501844236,0.16576603096601938,0.0,2.1180819848106265,0.37935821352421695,2.9319269085711044,0.17264077324731186,0.8376511348144042,0.03417162399924889,0.19114785483702668,0.3967760921775736,1.0223735910374243
WIX,0.43670091841096936,0.17903307256200862,-0.11176624581692285,2.720012844061821,0.4480703292993932,2.930282900295785,0.22999874414767651,1.8616905441476206,0.11897036615711198,0.11765555458227284,-0.023106076913060658,-0.24250864374307712
TREE,0.1673935145036749,0.22034742161289866,-0.026532924284789927,2.877471738121645,0.43469278017018104,2.9264229866861053,-0.24836126521611757,-0.6011017269695422,-0.0017000132355818875,1.1783588958591436,0.34536969563457043,0.7550386447343926
QSG,0.6677463434104312,0.3813524232858325,-0.12703656640744176,1.2762722390443015,1.097443612708528,2.901322314610822,0.5514450515562905,5.963229871442934,0.5166861419980746,-0.08460771530262301,3.2989207288921376,4.129146195917598
SIFY,0.39015767154041714,0.39481461596274237,-0.04345928349257466,4.2184507535448965,0.5523566490130888,2.90113180440419,-0.08122706574862093,-0.32302054881739917,0.04284139322933678,1.7581133137281402,1.5020696479407114,2.863828426952267
GRDN,0.2503327836599325,0.20211434808576123,-0.020160238289091748,3.4778834732912474,0.3609132791055298,2.8937711170681015,-0.2981745845501127,0.2176041103237636,0.048758990085032705,0.5420660051362298,0.31915717011442024,0.3853252054219287
ZEPP,0.45267703966016093,0.5859778582871826,-0.060443261854966845,7.214973842797875,1.4057071746107237,2.8901150265917246,0.03377817218954515,-0.33644606857884884,0.010742839040239982,21.76585984420416,12.421608247775229,17.432150260901565
SOGP,4.070020172455799,1.0346023579397383,-0.36524044956982715,18.724972742544214,8.770126272406982,2.887708802011029,0.012076772822227078,-0.09170928461245431,-0.25318155604395975,6.697165998024878,8.690424146895685,8.944835074788207
NSSC,0.3633141785707341,0.2353580180652024,0.0,3.447115835680613,0.4819254345501466,2.884387058615466,0.19308971719082324,0.1698397554398703,0.06261611820674506,0.5033112541606728,0.6790253233159618,0.13141605276657442
IESC,0.1362599648379026,0.12754496178959118,-0.007995179584002199,0.9184420961370149,0.40903826111448754,2.883736327241174,0.5699721079701106,2.9701693832007403,0.07778197292066902,0.42333376034816705,0.9431890307233677,0.7789134623686405
OLN,0.2420276483913082,0.18332753730254958,-0.01879917356102545,3.2013283754749273,0.4809798059151678,2.87905931000815,-0.22879932336901332,0.2980196221437188,0.04035897898597551,0.379438362304499,0.038971780654575294,-0.24170623202928
ENLT,0.16542692421824934,0.12235707764329384,-0.01091102635486041,2.0983512255255907,0.36187317075297143,2.8756340514381753,-0.08562560726784563,-0.10306612655371605,0.00159107621411958,0.520720676934614,0.7261159218608855,0.6033658694915678
ABVX,0.21712449959578417,0.33272787812339333,-0.0638673994452148,2.463004375373496,0.3566267732656457,2.874528412483863,-0.1416445285661636,0.5161374896835129,-0.047421273709616796,13.186900086880224,10.455159821338231,9.867581258966869
YETH,0.11649178295240104,0.15382010215477537,-0.011143770629685967,1.2124777718990662,0.7079600704111562,2.8604657487462353,0.5334912617059344,0.7163694012278534,0.07804823561271546,0.5100359371933576,0.35422902105562315,-0.09578061173229668
FET,0.1707269874755024,0.16758614454255727,-0.022000282188015086,3.0765334347049706,0.331341630018969,2.8366022971428655,-0.48332524371967045,-0.5662579718929761,0.03156099025893311,0.3700911107339606,0.2299947216102569,0.6425903244599842
USAU,0.36615249212401824,0.278403439932259,0.0,2.0240060798949324,0.7823634488011626,2.8315954766500298,0.26107301303311026,2.08934235314341,0.2663116033454269,0.348008372407723,0.3242911752057185,1.4437624079229145
XTL,0.09894859649463261,0.08893190744828594,-0.016614891890638916,1.0204051421695775,0.19674720574394886,2.8292285525037184,-0.2529940778184674,-0.22080964584892326,0.013685946998525766,0.3186766416469482,0.288845366523967,0.22429862297580128
BKCH,0.23736922171761266,0.23406020136221906,0.0,1.8404869169792584,0.5623356735892358,2.8211678346095157,0.06485334071457727,1.8202090930151904,0.21668842628323737,0.6652044526732752,0.902610831131744,0.37028463813485635
WDC,0.29241706916009247,0.26314004025322535,0.0,2.3665030897651547,0.2887722502553679,2.818349049226445,0.34201312356358704,1.2385243664188466,0.05910910176214412,0.7083463730823694,1.1185939935359905,1.0579673471896944
DINO,0.168975055877588,0.1033799937385127,-0.02251725211162381,2.0849312762154395,0.2857540099466034,2.8151052981387394,-0.11787639831282526,-0.40323650817716583,-0.00164366664740756,0.26881282795863526,0.4875461881579626,0.4379080032265321
HBM,0.24069111308932944,0.21144772736968576,-0.0012945119514008452,3.3770889122844805,0.30922435020805816,2.797849595631336,0.03916372740210772,0.26694496205131024,0.061723049950325404,0.4014253623543511,0.565486519561331,0.5833120752410501
FLEX,0.1677878326674671,0.10824781160862362,-0.01149145364118076,1.3605099656437825,0.26647479674068647,2.784612318415103,0.6234881626653754,1.4863917260834303,0.027392064055206333,0.29508258898718176,0.5294241546482372,0.41310266567177667
AAUC,0.30195448896866295,0.12792590426667672,-0.0022068941036045286,2.140533916675925,0.41492868208464123,2.77058573150011,0.056166322844789285,1.0929997748137357,0.029394974770392768,0.12344946726688022,0.46192839773115346,1.1074397193004217
MGNR,0.11676269108835657,0.10285452727827571,-0.0016756695755414386,1.1883533206489931,0.1773558076777608,2.763938751387675,0.026718917590907054,1.1425368394083768,0.03817775587697203,0.20094617635033218,0.1975282718329101,0.24288114805242955
INBX,0.1584781522101446,0.1539783555101375,-0.06726139572663692,3.1334484152548256,0.5058273022875586,2.759256937804003,-0.2630592150666593,0.9472341997470175,-0.02521683142655584,0.9289665832373661,0.87890216552586,0.6921572475463291
HYDR,0.1535013010880446,0.16766404737364793,0.0,1.2461574769595016,0.4282670834303354,2.754717577738125,0.16542546701971705,1.5597353594101109,0.11259975165878022,0.41243269811137706,0.4150215984667489,0.20875216496691307
RVMD,0.3023854358299647,0.20483195313844438,0.0,1.6891631710539796,0.6093290780103539,2.7462299966697046,0.3295854085342578,1.7087491062571574,0.14726893277043507,0.21710486429280063,0.16425095475028906,0.007752477469332497
AMRC,0.3530860919851688,0.25237233918782986,-0.020898531012073507,3.0714629384181875,0.6346433661219416,2.7388312381428284,-0.11745247364722333,-0.015484817539938245,0.05436281047357472,0.7464097244242454,1.061561684557815,0.10460481027833612
BIDU,0.3036448239447065,0.22357792581053837,0.0,2.1825991714984236,0.35268241812043327,2.684116331575347,0.34711357621623806,1.1694962820107215,0.12366530434533063,0.36567195768519145,0.17210786130808886,0.2891401384533365
DRUG,0.1548901889062404,0.2728407438079692,-0.011121325440263674,1.7125157154050281,1.0151128545634016,2.6705208891556937,-0.3317251142047559,-0.03163581016090289,0.15199679711402436,0.8016929966088324,0.3454667976432704,0.2815746186415766
INSG,0.5277318514621043,0.3027871818618888,-0.03390805070679437,6.71285740168528,0.6255227982170347,2.660143946333448,-0.24674109623069818,-0.7134679812671045,0.0034382918002822116,0.8607846396864349,0.3416818460637894,0.2284109819644824
MU,0.2646855516488831,0.2970755871532178,0.0,1.7707250933226828,0.4731850023684038,2.6506245192204942,0.2568105360397297,1.2117919822659307,0.1946475512315109,0.33832978213220377,0.47280998502150684,0.7730310572960306
IHF,0.11743987423465785,0.06076652334512467,-0.15334410971489343,1.448839313655462,0.15267050043483885,2.649928259718428,0.0736400660636467,0.14484520240994847,0.022409471088260746,0.05196754557867944,-0.09843278830750735,-0.031709163066919066
SLGL,0.6395341914493764,0.38887013607062104,-0.11429278913228624,6.41586289596921,1.836358363407265,2.6469177912754924,-0.012554432974450247,-0.6524483125515137,-0.11429278913228624,2.625014435925015,3.139289461579211,1.5261363553890255
REZI,0.2023188000730125,0.2535612220169723,0.0,2.7928787247639257,0.3069407664610506,2.644897656480534,0.8212949206803624,0.2576593582798825,0.0629367082661616,0.8658706397201297,1.0247860679827014,0.5639575092456626
DAY,0.3017486068700652,0.09416563370997677,-0.012496243444232724,3.1095798384187217,0.9326141143854308,2.6294947166652887,-0.09649554731249044,-0.18537346258012155,-0.0019837351176226203,0.2414580412951184,0.15222426932238298,-0.10066128116980944
CRDO,0.39137023835193596,0.3764834675482034,-0.010412706245240155,2.632046963584227,0.7571364140998014,2.617584298579202,0.3119116936937836,1.2492112491041008,0.1482182251402142,1.0797184780148474,2.3543124401260784,1.2822715804582359
UEC,0.16591505738807055,0.21887213744909828,-0.05640859976820922,2.054834648170593,0.6562147932453085,2.61434519582883,-0.22785780327053784,0.14998573016666583,0.060713550759424084,0.8321723018871132,1.0332428915252279,0.6801094901582889
XOMA,0.1937618638090841,0.20694413272046464,-0.006308556827040568,2.925018188011965,0.39744109604112265,2.609809617980339,-0.34737592643804494,-0.46050125838876754,0.05990860943545173,0.6002586825905472,0.7104889016913514,0.3483150474203651
PFSI,0.15743989658283053,0.16290771956131866,0.0,1.9646301677115556,0.31313705023249333,2.6085454192750985,-0.07837247060871189,-0.29441824334258104,0.05780087771190057,0.37617945408544484,0.1870020204123075,0.16468549916446107
WBD,0.6143221497713864,0.5437345062113583,0.0,1.3418251346980077,1.1924826504283979,2.60519576541575,0.5655159857936565,3.304340837226813,0.5553508361991184,0.8252207163585958,0.7056785259858498,0.6904796082918323
PAHC,0.31040503967482724,0.21658558998468536,-0.036521188397217075,4.085211413928434,0.773559961646549,2.59484406917575,-0.24378294358100616,-0.41230248167024897,0.0024622376981213723,0.6637484962000062,0.7632131564407143,0.8102970804090102
FTAI,0.19389000687631675,0.2082726385771818,0.0,1.7969244497401593,0.36640501719933816,2.594206938725091,0.11415972395643825,0.4861518483225833,0.11262541232826351,0.4284213810259303,0.5560833386090196,0.13721324140500424
TAN,0.14977712080443983,0.06379364402195242,-0.05306170096667273,1.5586502798094006,0.3958845082849051,2.5853988258517573,0.2003350175392158,-0.3607827920860651,-0.05306170096667273,0.3303064392537256,0.2341243322598623,0.19451360492810488
IFS,0.09238537167847816,0.08691463530704557,0.0,1.1412873097765883,0.2540464760704194,2.5768459942779067,0.16425166717122597,0.013387698525208158,0.02553459051735696,0.18981029016183792,0.21893676147175123,0.3976078164468506
ALAB,0.21288138974719972,0.4005899695498554,-0.012964668004103008,2.501100818136889,0.7294649260428259,2.5615266946172386,-0.11237245017724895,0.515942288607643,0.19810639770108018,1.52783863457645,2.203297765480824,0.6407549717578507
EYPT,0.23998117374680294,0.1933553540876516,-0.05663019667746849,2.5388111170491663,0.7647908961353165,2.554851165571585,0.20374494337682103,-0.27077003792818566,-0.04886160340731205,0.5507239112206828,1.1068145280259345,0.6968287272039884
ODC,0.09862896712251512,0.10065985698346802,-0.009525183838141604,1.1659174585892333,0.2387660927530087,2.5495520406545733,0.3418320377722499,0.9753135303291387,0.02554427156573169,0.16247883627551185,0.34840608075915114,0.4307978089188784
AVDL,0.14960993509925857,0.17308703526016544,-0.027393824498526564,2.6261613992720947,0.4069044995352506,2.546255580770445,-0.04550392527665448,-0.16616209705087082,-0.024639712524747615,0.681939070010346,0.7099226431422969,0.38749356071297947
