,R_1M,R_3M,AboveEMA50,Vol20(ann),VolAcceleration,FMS,ΔFMS_1D,ΔFMS_5D,R_1W,R_6M,R_YTD
NESR,0.4361524443214273,0.7061521083134465,0.26051875346329556,0.2618562690227697,0.41799826573355586,3.1153822898808095,1.57514422039679,2.222043567146452,0.042528445024135,0.22409147529785645,0.10439081761532343
FDIG,0.23921237098827963,0.47268385671004065,0.1879565850021332,0.3335694149764853,0.6498327755863328,2.781099286280018,0.22638616078458984,0.7437304993920302,0.08443985874903759,0.5907936940549294,0.36158803828900554
MRCY,0.14180302181636528,0.4569165026169435,0.15876920550851747,0.23624932457315928,0.45379883345324734,2.715929972765837,-0.0273632381671165,0.9569009403221773,0.02243549268764533,0.4899653022269965,0.6501177576013017
ALAB,0.4481069106378821,1.684703873052086,0.43425367629265055,0.6408527431035916,0.7008351102008658,2.6635741789012934,0.22084802618120758,0.8489430447299475,0.07502046328968981,2.245684986252057,0.7676646045234818
SCLX,0.3804659956926977,4.093670845878117,0.4289942829950011,1.0158835520655567,0.7173155158646478,2.5717614265877398,0.40409259795222763,0.2946271364800408,-0.025089760644896653,1.6909086826040554,0.5716546266240978
LMBO,0.2802832748612569,0.683392477291038,0.21386091710171895,0.4225121866344315,0.5129795267157118,2.5694778934965994,0.2761727529027782,0.9495300193773877,0.09004396832778672,0.7786453107119617,0.3915839291848129
IBLC,0.2839712089327362,0.5737352879105166,0.2172122273040289,0.3915433463153306,0.6895882218505774,2.5189930247297387,0.15753770512529197,0.9062068206777303,0.09408351033055751,0.734338232532294,0.4698436375838442
FMET,0.061663832568531696,0.1656395562061339,0.05692217413075329,0.13837758834216055,0.4257971396605435,2.405523249400626,0.24604625934660085,1.4069989435475942,0.022825137244594007,0.193912341180563,0.19027121853071383
IMXI,-0.006683937171694687,0.4379545727039702,0.09972087205153013,0.11880396523567928,0.12004323141438832,2.3680244543956235,0.01658203273957204,0.06432112159502745,-0.006927363742340931,0.010003172112480474,-0.34736633999386113
LASR,0.11662948872122514,0.6999451626497528,0.16045964471509921,0.3773224050446328,0.4152919950128227,2.354282912924591,0.5310419974491052,1.1219741225893323,0.013675816029783627,2.180692286167551,1.6419893976080648
GES,0.24350665797066373,0.3991139952300491,0.10145810602692795,0.10355926212054797,0.1264638219007045,2.3477535446243856,2.6866658196976387,2.669702158460905,-0.004542981089322495,0.4210801382340239,0.1806362107309598
EMQQ,0.09229339864162078,0.17762042806918021,0.08510291742674925,0.12703097958643955,0.46617277956792924,2.3289957618637307,0.02299294106372951,0.49701338535890516,0.04578840746130575,0.12081540698346838,0.27587081064564223
LC,0.12384373322922149,0.5671609181053492,0.11527631379036851,0.3310308507188617,0.5193621344925566,2.304088949732029,0.47132315120421886,1.116310497769475,0.05429783220696027,0.414258883027673,-0.0014347329122748054
AU,0.24712721915506042,0.3673672092521103,0.15161592334766616,0.336489157548768,0.6000457463602161,2.299465237211436,-0.2630570792128979,1.0323776036354801,-0.008157203233788435,0.7319671889246104,1.7289616712256155
EGO,0.21775859153509658,0.29976211621763493,0.12794538532728117,0.3516963119311965,0.8183050652087133,2.2221899680142707,0.08355382891108842,0.7557598248579414,0.0008513099883173947,0.5302442489955377,0.7059432355907012
IGM,0.060047389307004595,0.16777118806979474,0.05201506266925704,0.1562109237088693,0.44179176585539853,2.222021311120276,-0.028126778666463625,0.7064768637950953,0.00563525608190818,0.19592282094025215,0.13848644155087286
PGY,0.3338543501530875,1.275793667502544,0.27450370304317473,0.6580735679481318,0.7466587130724692,2.221019691053661,0.2628699483708157,1.129126216643378,0.12867510216432532,2.1888589385831523,3.239420056685998
SPTN,-0.006646445944362367,0.5110098156022287,0.016686235091786017,0.08735868711229873,0.11112336003088069,2.2164709903582787,-0.08003285860247367,0.0863241234339327,-0.006142594831094361,0.3067523079597865,0.39514347056167565
DECO,0.23186299770588525,0.506110452397913,0.19237682548373636,0.30727707919935987,0.5878092611079978,2.2054298666951713,0.08764409508216398,0.9523829662406336,0.08723216300281278,0.5687734801252973,0.3674124307985984
PTHS,0.5832033333680542,1.8482942481812188,0.3534876717158637,1.2631670952086054,0.6885848451467282,2.180356206582763,0.04632665771840028,0.04863680790667768,0.04721106824145638,1.0353891361123106,3.7879220631390647
BGH,0.03992709919819326,0.14972727240541372,0.04830263364356324,0.08162296429679536,0.38073018562173394,2.1748687849133406,0.22655966540993533,0.24768946835026373,0.009293335659264601,0.09174834841155799,0.10509666685930541
DINO,0.1601615280121551,0.2737720903748122,0.11061682304987719,0.2771804225160885,0.6183715026318238,2.1727553791681364,-0.23390735344509173,0.07661792447860982,0.021407382786972518,0.527003723181972,0.4680330752045152
GNK,0.16916319416401215,0.4201002129355773,0.11752462155233823,0.19691179452977461,0.45840363403296425,2.16313467919602,0.32979185863256943,1.0982924785600774,0.024554900663475765,0.32153802294440825,0.30335194362978735
LSCC,0.07980356762133889,0.32990581727575874,0.0890461095105124,0.22898829478340008,0.32342259231187087,2.1487130048585907,0.2947199351599894,0.16890033184074515,0.0043285603592679855,0.0018317496995992055,0.10903737881396425
BULZ,0.19733542052459696,0.5389416081509766,0.18233576015128228,0.4418236234508395,0.4189814779668316,2.144646177020592,0.32001912485043005,1.3036999583796307,0.08071579679404617,0.6304130042833134,0.3488144393589503
SVIX,0.13537037202475366,0.522983164188654,0.12897530170820382,0.3950362275142039,0.45740159006157716,2.134098664647948,0.45570048754857506,0.32817057279208695,0.024271129156573368,-0.13052536034870632,-0.21029638534824846
SPRX,0.1547411760146269,0.3807184959765526,0.12863938217712167,0.29740594491524264,0.5954108849749905,2.107105675954907,0.431302842040181,1.3456817307011777,0.024221956332525663,0.5835825171874041,0.31990857794093874
HCI,0.1363048086480434,0.23554292318035186,0.11125477224467839,0.22235584086883295,0.6418602549667393,2.1049725601380036,0.26030124663734555,0.0863976250845826,0.007958680458890921,0.21527820352301896,0.46881040973216104
STX,0.341948493636697,0.6411269093357668,0.2688859088162323,0.38293183760811855,0.732350698562463,2.098533974374008,0.08188328621278007,-0.23062796064123603,0.09760663928327173,1.2911295953641178,1.3522539885269675
TATT,0.08713999439647258,0.5374439247981531,0.11414539537008661,0.4301055224499495,0.6378053278309617,2.0913169610799507,1.65665109499687,1.3963796817972642,0.06724740777562599,0.43657778501495215,0.43604030837115526
AIVC,0.12127070761933156,0.24447213755413433,0.09202925010562146,0.2281580666035625,0.5681364041339788,2.091147939472385,0.5346965339158276,0.9306287264961863,0.01392159154620587,0.24298680101771386,0.20309166513932952
BWMX,0.02210784219029094,0.562374615099442,0.0823793481737527,0.1466539562449228,0.26622345890135035,2.0875392711574294,0.2382701014362223,0.049338773930860835,-0.01568332301558817,0.14433882377813134,0.22392502635861877
TREE,0.21275464196808858,1.1772741922709202,0.23992562898203462,0.4227995400177684,0.6032464362938695,2.0873090745860603,0.12073632934068024,-0.4094089115892072,0.04915099044704463,0.29554158925026663,0.8357593566851229
BRZU,0.2570856454448156,0.22369255664155685,0.1459500329311647,0.33429889355786246,0.6360253988612581,2.0802181958682615,0.42555507068705056,1.8848979954697818,0.06894953111323776,0.26161583578376546,0.692687605941632
WULF,0.28407039121925504,2.040829456988379,0.42195665199596255,0.5911570803079065,0.4539253912892035,2.0752277695220847,0.3405269976983667,1.681491083329294,0.0683767390118375,2.251201077309778,0.8826502483464591
MGNR,0.11404087019672549,0.18774451141744852,0.07920133563115894,0.1813612769449262,0.553211759002295,2.0653697748221918,-0.20477136083070713,0.17186077569355085,0.003318567482214263,0.1695660366921934,0.23074143784432444
KLG,0.001358756575362774,0.4762697164392977,0.03333181417868847,0.0728344039586403,0.13561981896840938,2.061920783669403,-0.06062327316615024,-0.48574041439179894,-0.007790924930068388,0.1831268714863472,0.22995199515498776
DRD,0.6352874078121264,0.7341474718738168,0.3216232914465911,0.5145226113114088,0.8636474975749155,2.0437953422177157,0.10056274567060708,0.2152618712645502,0.03947383431157303,0.6029260445334539,1.638049116519249
ANGO,0.21830271546949787,0.08300011581868172,0.08923601852013574,0.2513264457509804,0.5084629393088952,2.035520309103683,0.3191063517837873,0.2781886757657026,-0.01691252400137666,-0.00045475724285981567,0.11000050509526749
BIDU,0.38790179427729865,0.4912839472659387,0.27396801028020734,0.37374080849454,0.8833197107069509,2.033359580777719,0.10602726539458152,0.8626475956820596,0.14860705541401376,0.225934361448467,0.3858423924773291
IGPT,0.06143819006937301,0.1591566881998807,0.05166827428722787,0.16938411924815722,0.4678141923132895,2.0291903481374014,0.030021225491903225,1.0485724383607282,0.017367968244992316,0.14993320080187855,0.11298080075945527
