,R_1M,R_3M,AboveEMA50,Vol20(ann),FMS,ΔFMS_1D,ΔFMS_5D,R_1W,R_6M,R_YTD
VICR,0.8685772799488971,1.1306220074846363,0.5343966827227176,1.3052113390548443,2.8084003918389993,-0.023675115341811992,0.6893993610185092,0.0595387061452175,1.2870629805525917,0.8335376981512688
GSIT,2.2121840808605358,2.169938093732042,0.9186772420545237,5.826082676088244,2.7841763613667583,0.4335127120831057,-1.8366014574780785,-0.10307787274528402,2.539857577293848,2.7203191655418113
EDN,1.0976719276976312,0.15290496782607144,0.5734263003311801,1.6337642994002097,2.7359426583977857,1.4133726198099341,4.487097061953583,0.8169159266432806,0.08532158033020187,-0.2746239210703175
FLNC,0.9135263663516937,1.671236877954938,0.5377979219556308,1.7538316637691487,2.6679316978658054,1.6135757844756478,2.261834208433247,0.32801496503804817,4.0218143243362965,0.24103001296484639
BETR,0.4140192150463686,4.979711525617228,0.5360553897142637,1.8809420051657806,2.5012969843945525,0.3094866489795485,1.7334784777500754,0.17761696104724667,5.031695306505341,7.486672214681073
GGAL,1.0354871310040674,0.16322155826703644,0.5035245289345889,1.5876741650375141,2.4648661825619476,0.8730565040351834,3.6607490660658675,0.6616130944836212,-0.004126931715439985,-0.12757375804091153
CIFR,0.5856194064310851,3.072035732585812,0.38655981738318457,1.397576155972597,2.4540657775634944,-0.008399212301839931,2.378559887903417,0.211960724885081,5.686018530174519,3.1028089264944727
NGNE,0.9210594185547576,0.5371465197720038,0.3192334654466764,1.3257964167322962,2.2666721974887682,0.5907852576061805,0.13151169194199097,0.05924132013680272,1.5974386991974852,0.3887935566086147
APLD,0.5290006418412745,1.8172834448808568,0.3444998759489326,0.9202040661567443,2.16312486512377,-0.07962952655967692,0.8863999225036292,0.12035410127385582,5.8545639268196785,3.3780660805301723
RCUS,0.5203143493965923,1.2699204908528525,0.43423004871579685,0.8808264654063986,2.0730384840827365,0.03522919041737316,0.9321258860797383,0.20371166246712336,1.5925835326435034,0.3241957183024742
ATXS,0.7637190872727537,0.9682976220089665,0.391506601917452,1.3580812567656113,2.0502221758469075,0.17387360272672203,0.12641603855362593,0.02850061722018782,1.991547116712638,0.3696130337970047
NVTS,0.915282768711521,0.7469915855061129,0.40434648615464486,1.7043694081790026,2.0290309406601175,0.4072910367383007,-0.6161174711558104,-0.005897948399230635,6.390802194372692,2.6938261399357084
