,R_1M,R_3M,AboveEMA50,Vol20(ann),VolAcceleration,FMS,ΔFMS_1D,ΔFMS_5D,R_1W,R_6M,R_YTD
DECO,0.25989627008282623,0.5770400539271483,0.21607414476734466,0.30497421602027125,0.6137678159320308,2.152637266629628,0.057105425945095156,0.9696193710408083,0.10494304683989797,0.725006531601023,0.40699800814038833
IGM,0.08103033823366235,0.17837484419658756,0.0658687122285504,0.16221449794841106,0.4814149739101562,2.1513745792382837,-0.030187439018085183,0.5281181261967169,0.018992242661575842,0.24991396081219253,0.15658907118226972
HIBL,0.2477794957164392,0.6216654617303636,0.19535019911559282,0.5310474169597453,0.5222762981502389,2.138120338441366,0.20390931572502957,0.7108382614196125,0.07064390160247358,0.8646908094187955,0.35726176036889745
GES,-0.015560843825246584,0.41857759510927894,0.10040940136882104,0.10373255875753114,0.1299203028462258,2.132173389662098,-0.7934863536243384,3.0339492029384916,-0.006728033020366619,0.45833766948966237,0.18436595302429182
VOX,0.08119040655533927,0.18265398928111853,0.06618507293416642,0.1423026554380596,0.5127557279516519,2.1316247621140327,-0.27292682315144345,0.07154151207500759,0.016597743035122958,0.17812513583181677,0.1688120974781009
MU,0.4278172297797489,0.3940619931114431,0.3187020838688408,0.4427161297237945,0.7461518747509721,2.130889722667172,0.17887270530823818,0.7299973449889137,0.11478984736973419,0.732483469648247,0.8897002932755766
ANGO,0.19495043539384316,0.10952206435782008,0.10350172109767075,0.2499588636377982,0.5277217016633975,2.1294682871661905,0.11312414555364247,-0.005264304133365538,-0.0016005925456361592,0.04974431613257435,0.1293093119355544
WULF,0.19272015771776085,2.1499166463024992,0.3788163207391979,0.5954425272498739,0.46164966446869093,2.1277543188576615,-0.19717574938424098,-0.41615738802095237,0.0433717563158218,2.619534202187847,0.8542052407957526
IYW,0.06287834111743895,0.1681457207003978,0.05560063608161947,0.16475556751612386,0.47952556548484954,2.0983975568960664,0.23799661917775472,1.137226112665051,0.01703408815964469,0.24012235956009365,0.1337427490493226
KLAC,0.1806992652669024,0.23327653361379252,0.14733687694058517,0.329508688854439,0.6622375334223537,2.095015878866559,0.29795278483564913,2.066866309478272,0.0844266693677247,0.4053266900916246,0.5713902857066713
TMAT,0.12147638557887719,0.262240230180544,0.09666688195170825,0.19894319516752124,0.5453884768248823,2.0898701482572903,-0.010304970581294093,0.9630911714556785,0.0292407886018613,0.3819388848905687,0.2463634904122587
BGH,0.049049652063689164,0.156080600820927,0.04589007721691796,0.08162223725532697,0.3823128129669874,2.0856274926026055,-0.047635404166783246,0.06549151661635122,-0.0007752884064650134,0.09154232800677309,0.10462231057817228
