,R_1M,R_3M,AboveEMA50,Vol20(ann),FMS,Filter_Status,ΔFMS_1D,ΔFMS_5D,R_1W,R_6M,R_YTD
CAAP,0.2467258893994395,0.10377986465221012,0.1341642980931519,0.6513078935409147,0.6953063212404309,정상,-0.025424641998704534,1.3581009261812491,0.17032092691980094,0.09188138663862855,0.1316568129867075
MEC,0.28567089199724505,0.058760789849418904,0.17517497099473722,0.8300804659254971,0.6921362120627024,정상,-0.0036658332613935807,0.2855904210757909,0.03258405802282516,0.22067630850651576,0.06180165941781124
FNWD,0.11795662343842683,0.3075699526693143,0.10271015047343712,0.27379027484246116,0.690919852800974,정상,0.05496851254671731,0.4416189318196809,0.043141258787472436,0.1754571568522274,0.22020588896601834
ERJ,0.16682635688341652,0.1741356176179225,0.09833896708727896,0.3622181308800143,0.6837756180216774,정상,0.4535997261463832,0.32329068090364094,0.007831880917740897,0.34304267662135857,0.7255158567722715
CTEX,0.14216945014863192,0.5675361722334284,0.15288167885257486,0.5993393719376574,0.6800744277009254,정상,-0.04339347480386713,-0.5830335304317209,0.005363683896333349,0.9801247690164867,0.6645897056798591
002380.KS,0.17529880478087656,0.11180904522613067,0.1138267967794997,0.3842121187790836,0.6779942121495629,정상,-0.20965805674145777,0.29480416154418526,0.05988023952095811,0.7398727976048733,0.9474421667439592
NOV,0.16094799439914098,0.2796320165483721,0.14021793043905695,0.4781530771811614,0.6748413588628349,정상,0.1763880238842067,0.9148791098645562,0.08348448684806598,0.2770839391372979,0.04007261237684889
LFSC,0.10637447641771591,0.3188904070447345,0.0992699244415669,0.24449413896352698,0.6734262938696993,정상,-0.00900837625240336,0.05909272994575854,0.033037554341080355,0.44215909842364254,0.3352795931900605
015760.KS,0.20563380281690136,0.11749347258485643,0.09648727018097913,0.46670694924034584,0.6732990939253057,정상,-0.07908562103819883,-0.17440246542469384,-0.011547344110854452,0.6212121212121211,1.1346633416458851
ADTN,0.15251265814178616,0.3409040974278401,0.12495404665559029,0.46072199658983404,0.6724365405924992,정상,0.37922591327591854,0.6025128266163615,0.03804972203366619,0.3931975693987506,0.22790026903529292
010620.KS,0.17391304347826098,0.22789287518948975,0.15597467713912416,0.52453563235373,0.6652818926906433,정상,0.2553006026372635,-0.040515474867953816,0.03404255319148941,0.39513466521208573,0.8270532879969108
MCK,0.10530870790661373,0.19897795018739783,0.10194736069129928,0.18130294359078647,0.6626359125931853,정상,0.10947914420436178,0.02128839793598214,0.02127866112172505,0.221520132751732,0.41033958676151383
XGN,0.09698387468586289,0.36454968755336425,0.1104609351159711,0.26336905784780823,0.6626010547402654,정상,0.04976399199989445,-0.641029300417437,-0.0248236645691422,0.9455979849206149,1.7834983372879116
GNOM,0.11498979466718473,0.30739567345988594,0.110592822784646,0.2945958982788061,0.6592277153161447,정상,-0.09408351424359218,-0.5325730048045089,0.008893470296767791,0.4763464707147844,0.11191418587623869
BLZE,0.08959299546850596,0.9891723291529462,0.12750863170242943,0.6338918987516211,0.6579105445056268,정상,-0.44890666954215486,-0.21763117333812787,-0.017738621143801425,1.0071864696776256,0.6668308809745096
HELX,0.10306821358271767,0.2801071426900785,0.09842987667731573,0.22175023617025144,0.6510286534308887,정상,-0.03679330145074089,-0.42899726344157196,0.008837304127882417,0.35678979930841614,0.1704785885764608
TECL,0.1514036788988513,0.515031719936714,0.19907765601537886,0.6942360670203963,0.6506450551069338,정상,-0.09304739390093508,-0.03646733922177314,0.061032358191438485,1.460448626302917,0.5877890797699097
PTH,0.09265884314109685,0.3084980042926264,0.10575479360551343,0.21758664347532,0.6454277212456266,정상,-0.044133382685725864,-0.2623821523944212,0.019109659011737445,0.31868711426477847,0.165057938101568
PTCT,0.09787599426197846,0.37154681635218156,0.11038953138468921,0.28109187583690504,0.6439594191239522,정상,-0.028664148224243013,-0.4408400816676419,0.01730176830137431,0.6328499427829433,0.46425534477229746
CTEC,0.12201725536874664,0.48895058520419066,0.14486314971000191,0.49124867482700163,0.6431299085301792,정상,-0.05445482999904416,-0.4554834668612484,0.006401051791715018,0.9315799115333026,0.6888530445404917
000270.KS,0.14683301343570054,0.1785009861932938,0.11159095038273925,0.3418898212302516,0.6409034305763838,정상,0.05879827882102495,0.2858803320148817,0.040034812880765935,0.3610478359908884,0.2702630879617327
PDFS,0.1339672864519379,0.3288699598991116,0.16373644426324274,0.47330327943900136,0.6381897133593788,정상,0.026728603126822903,0.15607927107726316,0.02951206759172531,0.5172449172810583,0.04569279569141926
GM,0.17515173459447086,0.34763970894383256,0.14259177079009455,0.5923518644733541,0.6377512588817247,정상,0.22865690201723932,-0.21713412070243154,-0.022333920494498782,0.48653858733856703,0.2614207665463071
ASML,0.062360525001411204,0.6078648320804734,0.14726537494140057,0.36358822853973655,0.6328370604881535,정상,-0.15653058511705487,-0.14994574047302411,0.034248056726284615,0.5546587876904094,0.5202136757575742
329180.KS,0.1507633587786259,0.2995689655172413,0.14753365947000652,0.4930483924511615,0.6285834051881318,정상,0.20442468921459667,-0.24024071626960064,0.015151515151515138,0.43627212354798517,1.1207763210751596
MKOR,0.10448361482011448,0.2658049044247721,0.11025941447145815,0.25322234104084784,0.6243030051896946,정상,-0.1380933967268353,-0.1817837693588581,0.014134597983214148,0.5282805043207293,0.5925244171771786
CALX,0.13399568569416487,0.23942856571209936,0.14114016800575802,0.39196245020190407,0.6235268387712366,정상,0.08324160921688084,0.8048188423203934,0.10098572353744806,0.6258172934960116,0.8935634378183905
SXI,0.12811659680470577,0.2695002700580311,0.10417428892327485,0.327845340729252,0.6233510345155646,정상,-0.16984973297965844,-1.2112671394818886,-0.03318794480366927,0.5909104477016169,0.24560298996790153
WTM,0.1637830577441617,0.09955175374185621,0.04458839632789369,0.2533331280443835,0.6233190646536428,정상,0.292788751682528,0.3109695944185488,-0.012969762748975655,0.08627587003336878,-0.04804628344001349
ENS,0.10573682803267603,0.41328117324669433,0.11802651373883011,0.3608757835628089,0.6169837884686348,정상,-0.004932863028444867,-0.08802414348903431,0.022299266880731805,0.38265368346401885,0.3246852429343201
HQH,0.08045810244598517,0.3140554526982198,0.09571978131930692,0.1819824965614735,0.6101554413017134,정상,0.08769890840487837,-0.24591776822572198,0.02152943142249608,0.3941507328638978,0.30296859506567086
STK,0.08480378704214364,0.3140406831625293,0.10872136651259345,0.21870611821021899,0.6100574088778234,정상,-0.05550432689654283,-0.03172402644416861,0.02789252462240599,0.4321113553398741,0.228452903293479
MIND,0.3142370945749635,0.08462520281845065,0.10604413554251635,0.8769305754609504,0.6092080183096259,정상,0.1260937716911844,0.2037254389500267,0.006037703554074181,0.6198686568211429,0.29187933670613075
KURA,0.16031278091229528,0.6894642052981521,0.16329190379636116,0.7918800258800969,0.6083451667192711,정상,0.05263892173944418,-0.2545729149376934,0.0674210427086952,0.773273442258918,0.16318771554716394
PBF,0.1659104717074762,0.5225781942484233,0.17727205354679176,0.7386166846992197,0.6054434219850582,정상,-0.07643677564606155,0.9241523173118944,0.014054255413099126,0.8670498367708364,0.3108705266800711
NLR,0.13016309163030182,0.35982340651837275,0.14374301674383605,0.4644367408070286,0.6041655398923778,정상,-0.261266300188824,0.27342628863370905,0.058191196588873284,0.9322448633853786,0.8833690718278111
457190.KS,0.17497348886532338,0.19913419913419905,0.09309241767641718,0.4423497715059467,0.6033718113310795,정상,-0.05531459305562714,-0.8441173153284571,-0.07202680067001677,0.3035294117647058,0.7615262321144673
IBAT,0.11236136007207298,0.36021794550982533,0.12120073855467406,0.3664443301088874,0.602413272659962,정상,-0.0372166261920478,-0.3766795356875532,0.004141758735349166,0.5657926487108722,0.41161678906557797
CW,0.1307790171658607,0.20250830251098506,0.1246016912754877,0.3443770710804061,0.6014254451961232,정상,0.027162723982119386,0.031898783235434824,0.03816942554053071,0.6123800182880008,0.6365975795416925
MTSI,0.19442642763181062,0.1291514121313091,0.1259961176599862,0.5253632521345636,0.6002846772860779,정상,-0.06858963948605301,0.4086976582892027,0.06048357074663868,0.28271826103972986,0.12506780718253308
003620.KS,0.1519174041297935,0.1726726726726726,0.11225295769969179,0.3829155579131595,0.595959171873312,정상,0.3984178145293169,0.5531290379825717,0.07575757575757569,0.1978527607361964,-0.7928381962864721
131970.KS,0.1657271702367531,0.6309148264984228,0.18613608664647252,0.8222395676612643,0.5945965780714131,정상,-0.3348649158727519,0.16778659845776844,0.06160164271047219,1.0638722554890219,1.0799927833906087
ISRG,0.21534489607513607,0.1436141837528382,0.11695462953753766,0.5974683342326781,0.5896771022986795,정상,-0.0694277671594522,-0.6178419260394599,-0.03816371311566369,0.0037079401016431035,-0.014577405970294666
HURN,0.13848885799465416,0.3310811775945244,0.12937381366580136,0.4615450140908094,0.5886282045498412,정상,-0.012286796005699818,0.17736918286414904,0.07164857495149057,0.10707274344917739,0.29172961051733726
AXSM,0.12771122780475808,0.3229059552891018,0.09393647210301226,0.3606033876586222,0.5884535063112175,정상,-0.04229268721823676,-0.13168055280853408,0.019320427952825847,0.24652013331378808,0.5271684218823631
RIO,0.10689529277003018,0.2748905869749674,0.0964127360210576,0.2663888853572897,0.5849679113213206,정상,0.009300725307646918,0.08550479040766484,0.015099754680533817,0.2734829243541139,0.2647823279319945
W,0.20464320642136125,0.4303949971084222,0.23627216924142136,0.9294292527156595,0.5839477475921024,정상,-0.017287874844647,1.0454910327054348,0.22224488333135306,2.103127078044941,1.2421656610328164
MDU,0.11695277446615382,0.14011161706672892,0.08221752299929896,0.20139090822034944,0.5806496425076271,정상,-0.04949631807002075,-0.8203988016613433,-0.035043350558601194,0.15071850411360588,0.07248034375981138
009540.KS,0.1278648974668275,0.3113604488078541,0.12073123592515089,0.4041111575954077,0.5793147846394632,정상,0.05608473563651728,0.08991487259636488,0.045861297539149914,0.6434272576911517,1.1172298566489616
CHRW,0.16740868086698768,0.37707613274439433,0.21600971918099265,0.739201407274231,0.5772470480510892,정상,-0.14752819413993035,0.9745565235750275,0.2184986822510524,0.7821757414088855,0.48071384219474855
BKCH,0.14126361031225332,0.9046899962330226,0.1456094770576426,0.8428453810457166,0.5722700580303187,정상,-0.2933559983350371,-1.9058267033870213,-0.06028881615956905,1.628211468813011,0.9618720563420928
INVX,0.13922739112710758,0.28140534379435644,0.13833203905851277,0.46097498386417723,0.5693268967311526,정상,0.13034624148045426,-0.18607985014979644,0.0014461535447529705,0.3458146958473878,0.436552853238908
373220.KS,0.19674185463659155,0.23544631306597674,0.1806331113812747,0.7052339929430248,0.5671323743107304,정상,-1.3985414559779081,-1.1101648062160736,-0.029471544715447107,0.4580152671755726,0.3721264367816093
068760.KS,0.16022099447513805,0.17537313432835822,0.12263480967883877,0.44734359368241255,0.566587249509076,정상,-0.08923266188015877,0.9200124460869002,0.11307420494699638,0.3152400835073068,0.11111111111111116
AMX,0.09655765424875162,0.2911852637519581,0.09167895070378451,0.24280333798995313,0.5663695788562971,정상,-0.1489942426214571,-0.26779167309291774,-0.0016769069477757803,0.4014005348039704,0.5722485639065962
WFRD,0.11175788142232412,0.30199603815701925,0.12566395357475146,0.36237963680695373,0.5592724648569917,정상,0.3041387379799012,0.4612129307268283,0.02204912572468798,0.6299310796579345,-0.0035652909436502123
NUKZ,0.12131878444587052,0.25000169661553384,0.11946923890809136,0.355289516560352,0.5585506094907932,정상,-0.12550202726505189,0.1256211851665533,0.036145041527709365,0.7290864675231377,0.7494907102515276
NWPX,0.08192928672908195,0.38182852309197424,0.09725030522131628,0.26329348685077697,0.5505961304706312,정상,-0.017063613003880262,0.058972230158529815,0.018823737698320464,0.4924755852575704,0.13552833917816787
CNRG,0.11842109880128882,0.4902289352749811,0.1346795625161834,0.5169137867820522,0.5481000994760394,정상,-0.0200040571080754,-0.666020243266221,-0.008442265573905927,0.8565239824372086,0.5778423006260469
GSK,0.09139471995385073,0.3087939369082149,0.11471144751362727,0.283878944511073,0.5480900111750999,정상,0.27791137362820184,0.283602448311283,0.0766247887069389,0.32693073475746615,0.39260027908023987
RARE,0.15620456174460617,0.2516407504411684,0.10957665175023523,0.46730432448923076,0.5473426263280425,정상,-0.235830809621851,-0.4397446186070818,0.040269373551131915,-0.0038203373291726406,-0.1887264451356222
PHAT,0.14388248643227897,0.6347060990347972,0.106418921043272,0.6432889794444938,0.5472727176842569,정상,0.33042578397649025,-0.3325976220307023,-0.02436519346256938,4.923372886206814,0.5907045696796598
310210.KS,0.14143775569842187,0.6865284974093264,0.19485362687635455,0.8126916561440461,0.5460202785152675,정상,-0.3277830643975277,-0.39357728989649976,0.057963163596966405,1.0557894736842104,1.4412500000000001
AIBU,0.13745952755166058,0.41494266851159267,0.14638661196317915,0.5599954601383855,0.5453429728857765,정상,-0.1130508821090852,-0.11565027740758504,0.02924342759595122,1.1260029381959167,0.7132700014190803
KEP,0.19349999688108865,0.11560231037469149,0.08501338629138488,0.47769075112109943,0.5451179875190396,정상,0.029088730763743853,-0.3178813473216672,-0.023877902165670983,0.6258207832825204,1.1129578674744174
JBHT,0.26138469237644,0.20111455236632247,0.12015705697769463,0.8219765023608497,0.5445725833845395,정상,-0.09792027211748089,-0.14356081399522302,0.0009511454959520993,0.24314638354872775,-0.0439007023637914
EMEQ,0.08648565905633898,0.3456482582723166,0.11602108721755022,0.29331204918152615,0.5432789385617837,정상,-0.2204926605204115,-0.22550365857376864,0.01590791619327625,0.5425835889433877,0.5874593824792773
277810.KS,0.1447154471544716,0.2965009208103131,0.11473686515052495,0.46476532478703986,0.5428988106535823,정상,-0.06595861317716356,0.6033317550427324,0.03834808259587019,0.24601769911504423,1.1634910878918254
CNTA,0.07223998647410323,0.44660743027335736,0.12689224834091362,0.32152734377708075,0.5422663510574492,정상,-0.2387773083366953,-0.16610841270449017,-0.0008470294169314885,1.0012312141537314,0.4095963900202897
VALE,0.09602651699392695,0.2820118615194931,0.09860556640065399,0.2618339005035072,0.5405908528028615,정상,-0.02785505041479741,0.2360194563030258,0.03348275230132702,0.34724663309927917,0.3977401685445221
183300.KS,0.10536585365853668,0.6961077844311376,0.11789913995812795,0.5685072612630506,0.5403855634540515,정상,-0.05940471562609029,-1.0278602209054994,-0.03901611535199323,0.9467353951890034,2.0956284153005464
HSII,0.21870292079765674,0.3187960771943239,0.09032318199941547,0.6971075033121437,0.5375440608275706,정상,0.002328100305088343,-0.05124611674214696,-0.008748843834064601,0.4078866764757001,0.290311724134507
AIVC,0.10205237477403561,0.32650478038393094,0.11656947489844804,0.34122228164435464,0.5359950145375311,정상,-0.08979362446978778,-0.1404057907698868,0.018954640249295496,0.613395861179042,0.4241465427439082
SBIT,0.27569291762936676,0.09374250881445301,0.09691485681981593,0.7762566998950402,0.5340831697434095,정상,0.4572164769486524,2.1235536567281166,0.06189874678421603,-0.1717610286053849,-0.464956215860995
ECH,0.1080065386021245,0.2019966532019406,0.07498151540379916,0.22191762254533282,0.5326832592878287,정상,0.06538698488511463,0.3466368132668423,0.019750749009714186,0.14440323925325105,0.39915797863840363
KYMR,0.11451001958496065,0.4716057282291115,0.14605135830949156,0.5209562724488566,0.5312709721333019,정상,-0.1269593045294961,0.16746696922653037,0.04053603191743771,1.0349332760930747,0.4820697813799366
BH,0.10377942932927398,0.27667087497287146,0.08312329055665657,0.265597294708658,0.5306339407361326,정상,-0.19496245209279184,-0.7596183489525187,-0.042434947368177545,0.5173689357632141,0.3817541037877923
EFNL,0.09594517692123539,0.16063496774688724,0.07475549052690078,0.15689173136371615,0.5302449384363576,정상,0.05106543788076745,-0.04740175296992799,0.00949828652024265,0.2515291419580725,0.42905933890027126
383310.KS,0.24070021881838066,0.046125461254612476,0.09059056132421484,0.6195683723085924,0.5286487096823251,정상,-0.1365865207509407,-0.2690387675224106,-0.045454545454545414,0.007104795737122638,-0.11827892848098409
BEP,0.1565653776417102,0.19434748034925375,0.11138516598141046,0.44983653185985123,0.5267446361595672,정상,0.06472479570123635,-0.09859646466239524,0.02121915982421463,0.37481212627268956,0.3261877454923663
CRAK,0.09511908922231083,0.22803720430072594,0.09222812199142294,0.22500244807427663,0.5257784690216445,정상,-0.005917200919132615,0.24520343363555175,0.01195544482211619,0.4171437290612465,0.4073370237337921
DHT,0.1335065309223331,0.14746402902107736,0.0938693650034097,0.3138843805442112,0.5257287124211094,정상,0.027735585723516643,0.7273608093065627,0.03936550675346839,0.2260871901963981,0.40757212206444815
BHE,0.1472865914195307,0.151201032322833,0.09193853464298307,0.36072800935899313,0.525662063085959,정상,-0.044846900163085235,0.1351638245161415,0.017700048310978156,0.28629165328546247,-0.05673609259590384
FIX,0.17475634075438218,0.43488074344588123,0.19307773927009797,0.7908176455494913,0.5240475174354481,정상,0.021531522317485785,-1.0274604749715408,-0.02678795307925297,1.23927030193066,1.2109004207062064
ELP,0.10173472816713303,0.2264500766227462,0.08595496947425874,0.23811524615885293,0.5231576043789891,정상,0.16502013104284513,0.11224830678532466,0.01047347478203453,0.25978301042912677,0.7444810230389167
UHS,0.08082006429247546,0.3681055405322968,0.10341181569418678,0.2779179158394174,0.5221388843716201,정상,-0.06471602622300576,-0.1019418964369263,0.02946749716156294,0.21539076493692821,0.18674285044545402
CFLT,0.16434254439100515,0.41149339261329687,0.09800692147799084,0.5851361310295614,0.5204930449174255,정상,-0.28439185054050065,0.19316666220972561,0.02307977186202148,0.14250558167159855,-0.18366643125084392
VRDN,0.13263552436723391,0.39628438735573224,0.14177595613908034,0.5397243819596322,0.5190313553144272,정상,-0.03354712522369507,-0.13001221277726005,0.05889278462437164,0.886732679304473,0.19773324849901885
STNG,0.10315832811945391,0.29574505213305935,0.10833907567841061,0.3237513924987826,0.5178974699868429,정상,0.001265564366403793,0.058778552793721184,0.004410551636072402,0.5610195280062058,0.2292037636558366
PXJ,0.1191341701542421,0.20906162131561,0.10474195596709124,0.32351245478867885,0.5162081381917937,정상,0.08749004802756233,0.47080330309222845,0.025723009633414673,0.36606020915434345,0.06571954799715618
AHR,0.1136755674959311,0.17084324064347212,0.08729199110457264,0.25371463932627253,0.5153802488474076,정상,0.09748816640193142,0.08951527991178354,0.01391940700281813,0.451979123940512,0.5799768967415706
LIT,0.09788862051061131,0.5401624999461625,0.1610194588215681,0.5373524746497296,0.5152704409486533,정상,-0.13475335721707038,-0.08023398270730875,0.02621181078117729,0.7255128770375909,0.5081057492378203
AAPL,0.07220513390862626,0.378107962723806,0.09896019751057872,0.25151629363139155,0.5133127851373928,정상,-0.04011792267740033,0.2382546272008041,0.024137845314482487,0.403954169724855,0.05547335727147473
COGT,0.11637930443531985,0.4686229494455616,0.14266379595775125,0.5307440257870997,0.5126019618646422,정상,-0.12438559663337401,-0.017216449694465674,0.06255412978458863,2.317264681806181,1.016767618600284
OSW,0.1455097933158107,0.07154311640941002,0.10113051743815404,0.3312031099632704,0.5117570656350037,정상,-0.035444275265195224,1.0330969001538848,0.0893954578317917,0.2664505412597833,0.14435301852036364
ERII,0.09648128882378804,0.2935020476916772,0.09457682292610348,0.2811645878820826,0.5095764239384956,정상,-0.040005085409088426,-1.1685603106530063,-0.061907030197775104,0.4251078488679194,0.13085649110091668
HUBB,0.12748380518692648,0.13434608061814757,0.09587667183073978,0.2993538491683519,0.50699209736224,정상,0.14461263013937015,0.6152885623114625,0.07297118319491003,0.3593141995690885,0.09955782359652621
ZSC,0.0715641569830141,0.19529411691855847,0.06756515691166376,0.09536025466467102,0.5044051002017861,정상,-0.08372785618660039,-0.08310816305851243,0.00648552209205544,0.22678021020431882,0.18815245714425655
RGS,0.05066770297765033,0.6235036245202557,0.10089744285210678,0.3289055893470634,0.5037687055914771,정상,0.045086380262480685,-0.8099775610023757,-0.008239049153314859,0.6295264054646503,0.2461855079158859
TBBB,0.15979253457716713,0.19457125656460694,0.07356749465774604,0.41149700135590495,0.503758296653341,정상,0.015358098034495116,0.30973052115429095,-0.013741185074438222,0.02772289219990065,-0.015836580630808283
VTMX,0.12493425641300049,0.09790081162418773,0.1009110781033602,0.28173038446609483,0.49969301198628846,정상,0.09349823502540244,0.4478787409460443,0.04140065833780682,0.12502260725534553,0.17391254315498839
COLO,0.09222627688212515,0.20899966441468676,0.07765485459812282,0.1946659505251182,0.4994673454406895,정상,0.014234302734886406,0.1737069528769558,0.01337108311584112,0.30013417329676506,0.5404716259394609
058470.KS,0.08582089552238803,0.26521739130434785,0.08956848059054412,0.22527304462035685,0.4991435914607801,정상,-0.150055497341317,-0.2635697466192201,0.0034482758620688614,0.5624161073825504,0.5187891440501045
BCAL,0.1217219516898067,0.2476564662335048,0.09011278793628485,0.345431018311366,0.49054151306996563,정상,0.05661941364546619,0.6771218256714105,0.041491841276126484,0.26058490386407596,0.06900641077672987
YCS,0.11460978910636954,0.14194966607269688,0.06930968650037905,0.22731753399947566,0.4854285735779832,정상,-0.021983001629464982,0.2924449860768258,0.008810084264408546,0.17564984995553767,0.008689334352974809
TS,0.12794623757618329,0.14887654341138878,0.118932979818827,0.360132888832235,0.48531960505576643,정상,0.14309825025509887,0.865489568874041,0.10675970945994484,0.2518037647881237,0.06046914608605736
EMF,0.07293235468457038,0.25114353366067776,0.09457018228127456,0.19057483414549298,0.48172322163982406,정상,-0.06781093742062438,0.14784877231510707,0.031038629719167377,0.44405805688055344,0.5179348883091413
LSBK,0.08889371542349633,0.15692654007151297,0.07778661122163699,0.1630628624710314,0.48164005097719975,정상,0.045828262160225286,0.28961133650378057,0.027339784803531275,0.30364771024740644,0.35089834804331166
CX,0.1358004577088805,0.2516130745216443,0.10776259916489828,0.4322531180488913,0.47946184929813135,정상,-0.15298142139719811,0.4505066334733074,0.0733481745811757,0.6032097744132159,0.7546575617443159
171090.KS,0.1193058568329719,0.33852140077821,0.14994167784920398,0.4973069301896248,0.47694128951460374,정상,0.13427364851246926,0.10533825930616608,0.033033033033033066,0.28358208955223874,0.23889555822328923
PARR,0.1667609317191585,0.36519417581899094,0.1448653685690513,0.6695286561711596,0.47632428127918386,정상,-0.047330920945186705,0.5601659142405062,0.004431297208455254,1.3504352435254399,1.3938244026160005
RKLB,0.1794230582971199,0.4011107987683422,0.09190676770847661,0.6472163398646902,0.47510514474055227,정상,-0.6019564942293081,-1.905758146087525,-0.06415617109066774,1.6876602829645964,1.3211244749879842
CRWL,0.16927123172915648,0.4190133395658526,0.18632103782673148,0.7801356156909812,0.47356192623518023,정상,0.19329218765469947,-0.2795951629550161,0.032654355666538626,0.39385587440086955,0.754713386229499
OIH,0.11873972371371422,0.21877566378158986,0.10897006407563792,0.36009531189306254,0.4720275353417655,정상,0.08337921706768114,0.4142093402817184,0.02617441100123341,0.3313872480318696,0.025286657845551286
FR,0.10123807841490273,0.18895499497909385,0.06837819996983519,0.21526876180143242,0.47068365776765,정상,0.060690994869906256,-0.26568502882901546,-0.013012170984618932,0.17222827213098668,0.10939862546608814
UPS,0.12848833771381485,0.1487065473495266,0.09107490069303559,0.32460101925912227,0.469654001628349,정상,-0.11738203876513054,0.35498488406743967,0.08090795971940823,0.03487747313406531,-0.2315162131067502
TMO,0.07631936353315849,0.22847042887450364,0.08558836251279844,0.18161437932502414,0.46867599356047984,정상,0.142362427323313,-1.0112022815285355,-0.03644148991363039,0.3826215663278769,0.04045989308570319
STLD,0.1128464466398551,0.32266891631978223,0.11431186471870713,0.41237875638297233,0.46655889739428075,정상,-0.18949078704886863,-0.23884088394484332,0.02567337738582043,0.2528440857398555,0.3612165764624178
ICLN,0.08870837996485914,0.28973605907327604,0.095853905272961,0.278845420222106,0.46628975362349045,정상,-0.006078230921375272,-0.23809430015490496,0.011358616904302954,0.4665798310704987,0.4676943413586827
FTXL,0.10272143404534995,0.353520784753967,0.125033260347309,0.41367845729182506,0.4655131263655253,정상,-0.09958006560902316,-0.12901007105482903,0.02337910128766274,0.6662349540135677,0.40942713046749435
FRDM,0.08700082970065104,0.22255276172488214,0.08282803763821622,0.2134585496590576,0.46375002996940595,정상,-0.0284441416220671,-0.08543480989472707,0.011739187975742471,0.33836612568626334,0.45890315622414857
BCV,0.0840090001740681,0.24868307901876663,0.07810383040882685,0.21104256232215404,0.4628101674117427,정상,-0.06701465147432967,-0.040651079917245536,0.00966123734547586,0.4232306243002677,0.36542822876507297
SR,0.08557005346468971,0.21004690963482608,0.07766403210857975,0.19486879095954582,0.45978855924562706,정상,-0.03870344890725924,-0.6595862683035525,-0.02408042946896982,0.21351640900816382,0.2913814733920328
LAKE,0.15947525583316513,0.2347537560315176,0.08387412545747508,0.47621007869757154,0.4596583856445848,정상,0.018452567772375528,0.019913994791618206,-0.004106617088759257,0.0180197161825999,-0.35611489548111075
UEC,0.1532040211447303,0.6824938341352293,0.19006728406494333,0.8929506561567951,0.4590097982039639,정상,-0.417057181149706,0.8807830898150707,0.1275290976476986,1.8363755580455763,1.252749019945941
FSBC,0.13985141215723607,0.21649874175153982,0.08948183124862963,0.407224743714546,0.45881176825347736,정상,0.06393126019988665,0.04684710349496285,-0.00740403324010086,0.28207747343281064,0.17394039456000043
LGND,0.05496925876004588,0.42452649865850156,0.08990779623569978,0.2351449178186289,0.4584657974959967,정상,-0.03240055361641914,-0.7444800589547573,-0.007814711289108822,0.8596925906838164,0.694167028802682
NSSC,0.041522530646935785,0.4842922406787207,0.07638563072630467,0.2022647407540534,0.4561794293247848,정상,0.03199899652826116,-0.1291957861827408,-0.015212223471184116,0.7170819888982787,0.2106755005876233
281740.KS,0.18217979315831334,0.18880000000000008,0.09229116616227273,0.5454140756445178,0.45390373228560255,정상,-0.2722337049290201,-0.5672317399657156,-0.04498714652956293,0.15372670807453415,0.3558394160583942
101360.KS,0.264,0.02155172413793105,0.10115272825153943,0.7465630590806361,0.4534971116519815,정상,-0.024579723172457824,0.07026320033609307,-0.014553014553014498,-0.04435483870967738,0.08219178082191791
VCV,0.07150198421014431,0.13483339319062426,0.05770841182918618,0.07320429891369938,0.4523026968256425,정상,0.03606115890305839,-0.000608034848494976,0.010991776237052386,0.10882356913007407,0.041493790549251175
218410.KS,0.23916811091854417,0.2699822380106571,0.231260000037123,1.0232102361482964,0.4508640383675375,정상,-0.006812187134379588,2.608693194358562,0.3240740740740742,1.158816425120773,1.7290076335877864
IBBQ,0.07026625668115827,0.2124753605416867,0.07568983949186192,0.14551421124050742,0.4499544721570514,정상,-0.010073934353366232,-0.3176827833338012,0.013430214278664643,0.36327626398092927,0.2001784289708024
IBB,0.06803994311855432,0.2143106479108543,0.0741169570193827,0.13674469312020032,0.44908521044004895,정상,-0.0220513443658647,-0.4227262187032537,0.005503409861673081,0.34597087163475515,0.15638389564032318
URAN,0.11300866734777837,0.35149000692480037,0.13458091586034548,0.4738947441426005,0.4482927963305184,정상,-0.23064929927532068,0.36825915815934546,0.06235002497028708,0.7723768828150714,0.7543185740204508
EVLU,0.08414215776053591,0.21299687466848782,0.08600573239522569,0.2141082820976172,0.4447121106030662,정상,-0.07207624768337967,-0.09470651971277616,0.010644376971002512,0.3340821454093843,0.32953684786162474
HOLX,0.10587938157507382,0.12193723804579926,0.07961700282968587,0.2263241263021413,0.4436295603635596,정상,-0.08495992048586665,-0.398561869449399,-0.009043255633614744,0.34111323910083424,-0.004793538255992824
BG,0.16412935243482596,0.19861177329206403,0.10037747816991383,0.507822090682721,0.443596780977729,정상,-0.07383274531191225,-0.9331218997838564,-0.03521336079820436,0.2935106129620284,0.21988170306649724
034730.KS,0.10561797752808988,0.31978220575810323,0.11055044411246584,0.3926936993095406,0.4432213670603001,정상,-0.5316862692209443,0.026803036204916253,0.03578947368421059,0.864564452358211,0.9647084992922794
SPHR,0.041797114991297235,0.6735589004827616,0.1581964189863394,0.4579318696155645,0.4418537885067957,정상,-0.14923898108286493,-0.8901307032525823,-0.005879064187312211,1.1750751204135637,0.6222092328118931
DBJP,0.10588235537930424,0.20227456884680395,0.07050377774632932,0.26047173446402144,0.4395980558653455,정상,0.025837642279170292,0.20084832457974341,0.008648530800894783,0.2821801515722955,0.22092799882166791
